17:03:28.318-[DESKTOP-44TL0F9][sys]-- INFO 9544 --- [           main] com.hui.info.InfoApplication             : The following 1 profile is active: "dev"
17:03:31.538-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'openApiControllerWebMvc' via constructor to bean named 'resourceGroupCache'
17:03:31.538-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'openApiControllerWebMvc' via constructor to bean named 'serviceModelToOpenApiMapperImpl'
17:03:31.538-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'openApiControllerWebMvc' via constructor to bean named 'jsonSerializer'
17:03:31.538-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'openApiControllerWebMvc' via constructor to bean named 'webMvcOpenApiTransformationFilterRegistry'
17:03:31.539-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'apiListingReferenceScanner'
17:03:31.541-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'apiDocumentationScanner'
17:03:31.545-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'apiListingScanner'
17:03:31.549-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'apiDescriptionReader'
17:03:31.552-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'cachingOperationReader'
17:03:31.553-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'apiOperationReader'
17:03:31.555-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'documentationPluginsManager'
17:03:31.571-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'documentationPluginRegistry'
17:03:31.573-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'apiListingBuilderPluginRegistry'
17:03:31.576-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'parameterBuilderPluginRegistry'
17:03:31.579-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'expandedParameterBuilderPluginRegistry'
17:03:31.580-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'operationBuilderPluginRegistry'
17:03:31.583-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'operationModelsProviderPluginRegistry'
17:03:31.585-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'defaultsProviderPluginRegistry'
17:03:31.587-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'pathDecoratorRegistry'
17:03:31.590-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'apiListingScannerPluginRegistry'
17:03:31.592-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'responseBuilderPluginRegistry'
17:03:31.594-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'modelNamesRegistryFactoryPluginRegistry'
17:03:31.598-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'cachingOperationNameGenerator'
17:03:31.599-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiOperationReader' via constructor to bean named 'documentationPluginsManager'
17:03:31.599-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiOperationReader' via constructor to bean named 'cachingOperationNameGenerator'
17:03:31.600-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'cachingOperationReader' via constructor to bean named 'apiOperationReader'
17:03:31.602-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'apiDescriptionLookup'
17:03:31.604-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiDescriptionReader' via constructor to bean named 'cachingOperationReader'
17:03:31.604-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiDescriptionReader' via constructor to bean named 'documentationPluginsManager'
17:03:31.604-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiDescriptionReader' via constructor to bean named 'apiDescriptionLookup'
17:03:31.605-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'apiModelReader'
17:03:31.609-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'cachingModelProvider'
17:03:31.609-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'defaultModelProvider'
17:03:31.610-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'cachingModelPropertiesProvider'
17:03:31.612-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'typeResolver'
17:03:31.612-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'springfox.documentation.schema.configuration.ModelsConfiguration'
17:03:31.616-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'optimized'
17:03:31.622-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'accessorsProvider'
17:03:31.623-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'accessorsProvider' via constructor to bean named 'typeResolver'
17:03:31.624-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'fieldProvider'
17:03:31.624-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'fieldProvider' via constructor to bean named 'typeResolver'
17:03:31.625-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'factoryMethodProvider'
17:03:31.626-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'factoryMethodProvider' via constructor to bean named 'typeResolver'
17:03:31.628-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'objectMapperBeanPropertyNamingStrategy'
17:03:31.631-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'schemaPluginsManager'
17:03:31.633-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'modelPropertyBuilderPluginRegistry'
17:03:31.634-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'modelBuilderPluginRegistry'
17:03:31.635-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'viewProviderPluginRegistry'
17:03:31.636-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'syntheticModelProviderPluginRegistry'
17:03:31.638-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'schemaPluginsManager' via constructor to bean named 'modelPropertyBuilderPluginRegistry'
17:03:31.638-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'schemaPluginsManager' via constructor to bean named 'modelBuilderPluginRegistry'
17:03:31.638-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'schemaPluginsManager' via constructor to bean named 'viewProviderPluginRegistry'
17:03:31.638-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'schemaPluginsManager' via constructor to bean named 'syntheticModelProviderPluginRegistry'
17:03:31.639-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'jacksonEnumTypeDeterminer'
17:03:31.640-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'typeNameExtractor'
17:03:31.640-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'typeNameProviderPluginRegistry'
17:03:31.641-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'typeNameExtractor' via constructor to bean named 'typeResolver'
17:03:31.641-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'typeNameExtractor' via constructor to bean named 'typeNameProviderPluginRegistry'
17:03:31.641-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'typeNameExtractor' via constructor to bean named 'jacksonEnumTypeDeterminer'
17:03:31.642-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'modelSpecificationFactory'
17:03:31.644-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'modelSpecificationFactory' via constructor to bean named 'typeNameExtractor'
17:03:31.644-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'modelSpecificationFactory' via constructor to bean named 'jacksonEnumTypeDeterminer'
17:03:31.644-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'optimized' via constructor to bean named 'accessorsProvider'
17:03:31.644-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'optimized' via constructor to bean named 'fieldProvider'
17:03:31.644-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'optimized' via constructor to bean named 'factoryMethodProvider'
17:03:31.644-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'optimized' via constructor to bean named 'typeResolver'
17:03:31.644-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'optimized' via constructor to bean named 'objectMapperBeanPropertyNamingStrategy'
17:03:31.644-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'optimized' via constructor to bean named 'schemaPluginsManager'
17:03:31.644-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'optimized' via constructor to bean named 'jacksonEnumTypeDeterminer'
17:03:31.644-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'optimized' via constructor to bean named 'typeNameExtractor'
17:03:31.644-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'optimized' via constructor to bean named 'modelSpecificationFactory'
17:03:31.646-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'cachingModelPropertiesProvider' via constructor to bean named 'typeResolver'
17:03:31.646-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'cachingModelPropertiesProvider' via constructor to bean named 'optimized'
17:03:31.648-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'cachingModelDependencyProvider'
17:03:31.648-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'defaultModelDependencyProvider'
17:03:31.649-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultModelDependencyProvider' via constructor to bean named 'typeResolver'
17:03:31.649-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultModelDependencyProvider' via constructor to bean named 'cachingModelPropertiesProvider'
17:03:31.649-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultModelDependencyProvider' via constructor to bean named 'typeNameExtractor'
17:03:31.649-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultModelDependencyProvider' via constructor to bean named 'jacksonEnumTypeDeterminer'
17:03:31.649-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultModelDependencyProvider' via constructor to bean named 'schemaPluginsManager'
17:03:31.650-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'cachingModelDependencyProvider' via constructor to bean named 'defaultModelDependencyProvider'
17:03:31.650-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultModelProvider' via constructor to bean named 'cachingModelPropertiesProvider'
17:03:31.650-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultModelProvider' via constructor to bean named 'cachingModelDependencyProvider'
17:03:31.650-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultModelProvider' via constructor to bean named 'schemaPluginsManager'
17:03:31.650-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultModelProvider' via constructor to bean named 'typeNameExtractor'
17:03:31.650-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultModelProvider' via constructor to bean named 'jacksonEnumTypeDeterminer'
17:03:31.652-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'defaultModelSpecificationProvider'
17:03:31.653-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultModelSpecificationProvider' via constructor to bean named 'typeResolver'
17:03:31.653-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultModelSpecificationProvider' via constructor to bean named 'cachingModelPropertiesProvider'
17:03:31.654-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultModelSpecificationProvider' via constructor to bean named 'cachingModelDependencyProvider'
17:03:31.654-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultModelSpecificationProvider' via constructor to bean named 'schemaPluginsManager'
17:03:31.654-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultModelSpecificationProvider' via constructor to bean named 'typeNameExtractor'
17:03:31.654-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultModelSpecificationProvider' via constructor to bean named 'jacksonEnumTypeDeterminer'
17:03:31.654-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'defaultModelSpecificationProvider' via constructor to bean named 'modelSpecificationFactory'
17:03:31.654-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'cachingModelProvider' via constructor to bean named 'defaultModelProvider'
17:03:31.654-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'cachingModelProvider' via constructor to bean named 'defaultModelSpecificationProvider'
17:03:31.655-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiModelReader' via constructor to bean named 'cachingModelProvider'
17:03:31.655-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiModelReader' via constructor to bean named 'typeResolver'
17:03:31.655-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiModelReader' via constructor to bean named 'documentationPluginsManager'
17:03:31.655-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiModelReader' via constructor to bean named 'jacksonEnumTypeDeterminer'
17:03:31.655-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiModelReader' via constructor to bean named 'typeNameExtractor'
17:03:31.656-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'apiModelSpecificationReader'
17:03:31.656-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiModelSpecificationReader' via constructor to bean named 'cachingModelProvider'
17:03:31.656-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiModelSpecificationReader' via constructor to bean named 'documentationPluginsManager'
17:03:31.656-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiModelSpecificationReader' via constructor to bean named 'typeResolver'
17:03:31.656-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiListingScanner' via constructor to bean named 'apiDescriptionReader'
17:03:31.657-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiListingScanner' via constructor to bean named 'apiModelReader'
17:03:31.657-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiListingScanner' via constructor to bean named 'apiModelSpecificationReader'
17:03:31.657-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiListingScanner' via constructor to bean named 'documentationPluginsManager'
17:03:31.657-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiDocumentationScanner' via constructor to bean named 'apiListingReferenceScanner'
17:03:31.657-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'apiDocumentationScanner' via constructor to bean named 'apiListingScanner'
17:03:31.657-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'apiListingReader'
17:03:31.657-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'mediaTypeReader'
17:03:31.657-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'operationModelsProvider'
17:03:31.658-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'operationModelsProvider' via constructor to bean named 'schemaPluginsManager'
17:03:31.659-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'operationDeprecatedReader'
17:03:31.659-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'responseMessagesReader'
17:03:31.660-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'responseMessagesReader' via constructor to bean named 'jacksonEnumTypeDeterminer'
17:03:31.660-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'responseMessagesReader' via constructor to bean named 'typeNameExtractor'
17:03:31.660-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'responseMessagesReader' via constructor to bean named 'schemaPluginsManager'
17:03:31.660-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'responseMessagesReader' via constructor to bean named 'modelSpecificationFactory'
17:03:31.660-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'responseMessagesReader' via constructor to bean named 'documentationPluginsManager'
17:03:31.660-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'operationParameterReader'
17:03:31.661-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'modelAttributeParameterExpander'
17:03:31.663-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'modelAttributeParameterExpander' via constructor to bean named 'fieldProvider'
17:03:31.663-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'modelAttributeParameterExpander' via constructor to bean named 'accessorsProvider'
17:03:31.663-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'modelAttributeParameterExpander' via constructor to bean named 'jacksonEnumTypeDeterminer'
17:03:31.664-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'contentParameterAggregator'
17:03:31.666-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'operationParameterReader' via constructor to bean named 'modelAttributeParameterExpander'
17:03:31.666-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'operationParameterReader' via constructor to bean named 'jacksonEnumTypeDeterminer'
17:03:31.666-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Autowiring by type from bean name 'operationParameterReader' via constructor to bean named 'contentParameterAggregator'
17:03:31.667-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'operationTagsReader'
17:03:31.667-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'defaultOperationReader'
17:03:31.667-[DESKTOP-44TL0F9][sys]--DEBUG 9544 --- [           main] o.s.b.f.s.DefaultListableBeanFactory     : Creating shared instance of singleton bean 'operationParameterRequestConditionReader'
